espagnol;Spanish
saison;season
épreuve;test, ordeal, trial
hypothèse;hypothesis
relier;to connect
financement;financing
dos;back
consommateur;consumer, customer
soviétique;Soviet
volontaire;volunteer / voluntary
négocier;to negotiate
finance;finance
rêver;to dream
indien;Indian
quantité;quantity
définitif;definitive, final
persuader;to convince, persuade
interpréter;to interpret
annuel;annual
commentaire;comment, remark
marier;to marry
spectacle;sight, show
pari;bet
célèbre;famous
ouest;west
sexe;sex
eh;hey, uh
recours;resort, recourse
accent;accent
introduire;to introduce
communiste;communist
concert;concert
couverture;blanket
religion;religion
appui;support
théâtre;theater
saint;saint, holy
conséquent;logical, rational, consistent
équipement;equipment
descendre;to go down, come down
patron;boss
marge;margin
abri;shelter
recette;recipe
généralement;generally
vigueur;vigor
baser;to base
soleil;sun
électoral;electoral
ennemi;enemy
bourse;purse, scholarship
dimension;dimension
déployer;to deploy, open
dialogue;dialogue
thème;theme, topic
circuler;to drive, circulate
porte-parole;spokesperson, spokeswoman, spokesman
présentation;presentation
forêt;forest
outil;tool
vacance;vacancy / vacation
suffisamment;sufficiently
défi;challenge
front;front, forehead
suspendre;to suspend, postpone
calme;calm
montagne;mountain
sévère;severe
apparemment;apparently
présidence;presidency
magasin;store
commissaire;superintendent, commissioner
écrivain;writer
monétaire;monetary
ouvrage;work
réputation;reputation
cabinet;cabinet, agency, office
écart;space, gap
chien;dog
surveillance;surveillance, monitoring
indispensable;essential
conversation;conversation
surface;surface
féliciter;to congratulate
sûrement;surely
bombe;bomb
efficacité;efficiency, effectiveness
euro;euro
phase;phase
confusion;confusion, mix-up
précision;precision
compétence;competence
bilan;balance sheet, outcome
immense;immense
massif;massive
chute;fall
constant;constant
sain;healthy, sane
intégrer;to integrate
aérien;aerial
contrairement;contrary
pierre;stone
socialiste;socialist
fortement;strongly
régulier;regular
boîte;box
financer;to finance
théorie;theory
hôtel;hotel
nier;to deny
phénomène;phenomenon
là-bas;over there, out there
étonner;to astonish, amaze
totalité;totality, entirety
sort;fate, curse
accéder;to access, reach, attain
église;church
récupérer;to get back, recover, recuperate
doter;to endow, provide
contribution;contribution
profondeur;depth
émettre;to emit, issue
test;test
vice-président;vice-president
pêche;fishing / peach
découverte;discovery
potentiel;potential
agricole;agricultural, farming
intellectuel;intellectual
essence;gas, petrol
pencher;to lean, tilt
artiste;artist
coin;corner
tension;tension
don;gift
uniforme;uniform, steady, regular
fidèle;faithful
grève;strike
achat;purchase
mentionner;to mention
exécution;execution, accomplishment
distinguer;to distinguish
exploiter;to exploit
administratif;administrative
effectif;effective / size, workforce
communautaire;community, communal
individuel;individual
faciliter;to make easier, facilitate
original;original
surprise;surprise
veiller;to look after, stay up
dette;debt
capitale;capital
maintien;holding, maintaining
chanter;to sing
pension;pension / room and board, boarding school
revue;review, magazine, journal
clore;to close
neige;snow
figure;face / figure
masse;mass
susceptible;sensitive, touchy
étroit;narrow, tight
goût;taste
prestation;benefit
régner;to reign
catastrophe;catastrophe, disaster
ressortir;to go out again, come out again, take out again
exploitation;operation, exploitation
manifestation;demonstration, event
dormir;to sleep
lit;bed
bouche;mouth
excuse;excuse, apology
veille;the day before, the eve of, night watch
content;glad, pleased, happy
rassurer;to reassure, calm down
triste;sad
latin;Latin
classique;classic
alliance;alliance
préoccupation;worry, concern
trace;trace, mark, track
logement;accommodation
langage;language
plainte;moan, groan, complaint
chaud;warm, hot
taire;to keep quiet
émotion;emotion, feeling
judiciaire;judiciary
progresser;to progress
secours;help, aid, assistance
confronter;to confront
strict;strict, absolute
club;club
ouvrier;worker
souffrance;suffering
observation;observation
rétablir;to restore, re-establish
immeuble;building
passion;passion
rupture;break, rupture
office;office, bureau
compliquer;to complicate
assumer;to assume
partiel;partial
éprouver;to feel, experience
rendez-vous;appointment
argument;argument
planète;planet
maire;mayor
délicat;delicate, fine, gentle
attentat;attack, assassination attempt
boire;to drink
richesse;wealth, richness
caisse;till, cash desk
hasard;chance, luck
héros;hero
oreille;ear
incident;incident
café;coffee, café
annonce;announcement
régulièrement;regularly
pont;bridge
foutre;to fxck, shove off
apercevoir;to see, notice
refléter;to reflect
bouger;to move, shift, budge
foule;crowd
chrétien;Christian
isoler;to isolate, insulate
norme;norm, standard
égalité;equality
tenue;dress, outfit
animer;to lead, conduct, animate
statistique;statistics, statistical
piste;track, trail
préserver;to preserve
hommage;homage, tribute
inférieur;inferior
match;match, game
pointe;point, tip
gouvernemental;governmental
exécuter;to execute, carry out
tragédie;tragedy
distribution;distribution
scandale;scandal, uproar
irakien;Iraqi
chinois;Chinese
bénéfice;benefit, profit
billet;ticket
choc;shock, clash
proportion;proportion
canal;canal, channel
briser;to break
destruction;destruction
reculer;to move back, back up
critère;criterion, criteria
gardien;guardian, keeper
adresse;address
réception;reception
conservateur;conservative
ouais;yeah
transporter;to transport, carry
brûler;to burn
manœuvre;manoeuvre
monnaie;currency, coin, change
transmission;transmission
quelconque;any, some
courrier;mail, post
grandir;to grow, increase, expand
élaborer;to work out, develop
doigt;finger
illustrer;to illustrate
poche;pocket
affronter;to confront, face
éclater;to burst, explode
honte;shame
faiblesse;weakness
fédération;federation
presser;to squeeze, press
mêler;to mingle, mix
bonheur;happiness
formuler;to formulate
crier;to shout, scream, cry out
pauvreté;poverty
bâtiment;building
époux;husband, spouse
médicament;medicine, drug, medication
firme;firm
élargir;to widen, expand
électeur;elector, voter
plonger;to dive
véhicule;vehicule
fuir;to flee
chercheur;researcher
varier;to vary, change
personnalité;personality
inventer;to invent
principalement;principally, mainly, primarily
prudence;prudence, care, caution
stade;stadium, stage
liaison;liaison, connection
consultation;consultation
québécois;Quebecker, Quebecer, Québécois
ordonner;to ordain, organize, order
bonjour;hello
morale;ethics / moral
contester;to contest, question
nécessairement;necessarily
détermination;determination, resolution
congrès;congress, conference
semblable;similar
préoccuper;to worry, preoccupy
dépôt;deposit, depot
considération;consideration
multiplier;to multiply
dame;lady
joie;joy
durable;durable, long-lasting
faim;hungry
excuser;to excuse
recommander;to recommend
concept;concept
cerveau;brain
truc;trick / thingamajig
allié;allied / ally
scolaire;school, educational, academic
arabe;Arabic, Arab
diffuser;to diffuse, broadcast
budgétaire;budgetary
inquiétant;worrying, disturbing
inclure;to include
style;style
combler;to fill, fill in, fulfill
ombre;shade, shadow
annuler;to cancel
joueur;player
bloquer;to block
interprétation;interpretation
climat;climate
séjour;stay
guider;to guide
spécialiser;to specialize
bien?;well
sport;sport
amélioration;improvement
douleur;pain
issue;exit, outcome
généreux;generous
absent;absent
talent;talent
normalement;normally
remarque;remark
détourner;to redirect
raisonnable;reasonable, fair
suprême;supreme
éventuel;possible
blesser;to hurt
orientation;orientation, trend
grec;Greek
secondaire;secondary
reporter;to report / to postpone
partisan;partisan, supporter
cinquième;fifth
distinction;distinction
impact;impact
magazine;magazine
compléter;to complete
mérite;merit
naturellement;naturally
collaboration;collaboration
procurer;to get, bring
officier;officer / officiate
remarquable;remarkable, outstanding
efforcer;endeavor
tragique;tragic
anniversaire;anniversary, birthday
issu;descended from
poursuite;chase, pursuit
nôtre;ours, our own
éclairer;to light up
consommer;to eat, consume, drink, use, consummate
infirmier;nurse
caractéristique;characteristic
dépenser;to spend
censé;supposed
fuite;escape
conviction;conviction, belief
nettement;clearly, distinctly
détenir;to hold, detain
évaluation;evaluation
installation;installation, setup
innocent;innocent
fameux;famous
cultiver;to cultivate, grow
doux;soft, sweet
gouverner;to govern, rule, steer, helm
jouir;to enjoy
parcourir;to cover, travel
bloc;block
électrique;electric
seuil;doorstep, threshold
croissant;growing, crescent, crescent-shape
classer;to classify, file, grade, rate
audience;audience, hearing
multiple;multiple
minorité;minority
phrase;sentence, phrase
provisoire;temporary, provisional
hein;eh, huh
disparition;disappearance
dynamique;dynamic
renverser;to knock down, turn over, overturn
trouble;turmoil, agitation, blurred, cloudy, trouble
désoler;to upset, sadden
accélérer;to speed up, accelerate
littérature;literature
résiderv;reside
adolescent;teenager, adolescent
dessiner;to draw, design
rompre;to break
agriculture;agriculture
gouverneur;governor
aventure;adventure
armer;to arm
volet;shutter
bâtir;to build
prime;free gift, premium, bonus
résulter;to result
occupation;occupation, pastime
japonais;Japanese
emmener;to take
alimentaire;food
lecteur;reader
marin;sea, marine, sailor
intermédiaire;intermediate, intermediary
vœu;vow, wish, will
dresser;to draw up, put up, raise
conception;conception
afficher;to display
fragile;fragile, delicate, frail
satisfaction;satisfaction
survenir;to occur, take place, appear
publicité;advertising, advertisement, publicity
arbre;tree
univers;universe
aéroport;airport
sauter;to jump
chasse;chase, hunt, hunting
collège;secondary school, college
garantie;guarantee
morceau;piece, bit
salarié;wage-earning, employee
discipline;discipline
explosion;explosion
peau;skin
commande;order, control
orienter;to position, give advice, direct, orientate
reproduire;to reproduce, repeat
paragraphe;paragraph
radical;radical
transférer;to transfer
diffusion;diffusion, spreading, circulation
spécialement;especially, particularly
croître;to grow, increase
tolérer;to tolerate, access, put up, bear, endure
copie;copy, replica, paper
enseigner;to teach
rédiger;to write, draw up
magnifique;magnificent
initial;initial
indice;indication, sign, clue
promotion;promotion, advertising
branche;branch
section;section
chanson;song
pair;peer, pair, even
contraindre;to compel, force
trancher;to cut, sever, settle, decide
réformiste;reformist
retarder;to delay, hold up
réjouir;to delight, rejoice
punir;to punish
repartir;to set off again, start up again
cellule;cell
déclencher;to trigger, release, unleash
uni;united
connexion;connection
écouler;to sell, run off, flow out
option;option
pétrole;crude oil, petroleum
laboratoire;laboratory
étrange;strange, odd
coucher;to lie down, sleep
département;department
génie;genius
profession;profession
rumeur;rumour
mien;mine
drôle;funny, strange
plat;dish, flat
maman;mom
incertitude;uncertainty
célébrer;to celebrate
dignité;dignity
légitime;legitimate
philosophie;philosophy
verre;glass
spécifique;specific
docteur;doctor
hausser;to raise
fréquence;frequency
urgent;urgent
trou;hole
stratégique;strategic
mental;mental
éditeur;publisher, editor
provincial;provincial
casser;to break
probable;probable, likely
signature;signature
forcément;without question, inevitably
conformément;in accordance
croiser;to cross
plastique;plastic
autonome;autonomous, independent
héritage;heritage
voyager;to travel
électronique;electronic
parallèle;parallel, similar
répartir;to distribute, spread out, share out, divide up
courageux;courageous
réveiller;to wake up
satellite;satellite
ordinateur;computer
fondé;founded, justified / agent, clerk
blessé;injured
municipal;municipal
salut;salute, hi, bye
songer;to dream
enfance;childhood
là-dessus;on top, about it
merveilleux;marvellous, wonderful
sien;his, hers
commenter;to comment
inciter;to incite, encourage
prière;prayer
nécessiter;to require, necessitate
urbain;urban
musée;museum
pluie;rain
précaution;precaution
anticiper;to anticipate, foresee, look or think ahead
cheval;horse
communiqué;communiqué, release, statement
suicide;suicide
rivière;river
avertir;to warn
rédaction;writing, composition
enceinte;pregnant / enclosure
substance;substance
soigner;to treat, look after, take care over
récit;account, narrative
revendication;claim, demand
incroyable;incredible, unbelievable
sondage;poll
mineur;minor / miner
composition;composition, essay, dialling
débarrasser;to clear, get rid of
accusation;accusation, indictment
invitation;invitation
présidentiel;presidential
concurrent;competitor, rival
prévu;planned
suisse;Swiss
franchement;frankly
paiement;payment
comparaison;comparison
musulman;Muslim, Moslem
déplacement;movement, displacement, trip, travel
légal;legal, lawful
dispositif;device, apparatus
constitutionnel;constitutional
contrainte;constraint
tarder;to delay
refaire;to redo, make again
pleurer;to cry
débattre;to discuss, debate
immigration;immigration
cancer;cancer
lâcher;to let go, release
cercle;circle, cycle
génétique;genetic
importation;import
tonne;ton
dieu;god
référendum;referendum
perdu;lost, stray, wasted
obligé;necessary, required
visiteur;visitor
remporter;to take away, win
rond;round
étage;floor
intense;intense, severe, dense
bébé;baby
amitié;friendship
cinquante;fifty
zéro;zero
drame;drama
visible;visible, obvious
haine;hatred, hate
instance;authority, proceedings, hearing
cérémonie;ceremony
ambition;ambition
recourir;to turn to, run again
sanction;sanction
géant;giant, gigantic
jardin;garden
nourriture;food
engendrer;to father, breed, generate
infrastructure;infrastructure
adversaire;opponent, adversary
africain;African
royal;royal
mobile;mobile, portable
significatif;significative
circulation;circulation, traffic
cotisation;subscription
entente;understanding, agreement
cheveu;hair
ralentir;to slow down
cadeau;present, gift
affirmation;assertion, affirmation
requérir;to require
destination;destination
stabilité;stability
louer;to rent, praise
gars;guy
fleur;flower
agriculteur;farmer
poète;poet
fabrication;manufacture, production
vin;wine
soudain;sudden, suddenly
balle;ball, bullet
inflation;inflation
sec;dry
arrêté;decree, order
enfermer;to shut
abattre;to pull down, kill, beat
paysan;farmer, peasant
transition;transition
humanitaire;humanitarian
répandre;to spread, spill
adoption;adoption, passing
adorer;to adore, worship
appartement;appartment, flat
session;session
entamer;to start
ménage;housekeeping, housework
purement;purely
enjeu;stake
passager;passenger, temporary
transformation;transformation, change
calculer;to calculate
misère;poverty, misery
légèrement;lightly, slightly
écraser;to crush, grind
enrichir;to expand, enrich, make somebody rich
restaurant;restaurant
destin;fate, destiny
discrimination;discrimination
certitude;certainty
huile;oil
sacré;sacred
autonomie;autonomy
sac;bag, sack
stock;stock, to supply
invoquer;to call upon
compromettre;to compromise
arracher;to pull up, tear up
sombre;dark
barre;bar, rod
contradiction;contradiction
maîtriser;to control, overcome, master
violer;to rape, infringe
souveraineté;sovereignty
épargner;to save, spare
concentration;concentration
téléphonique;telephone
remise;presentation, delivery
mec;guy
solidarité;solidarity
restreindre;to restrict, cut down, decrease
décennie;decade
aussitôt;straight away, immediately
officiellement;officially
chasser;to hunt, chase away
dîner;dinner / to dine
personnellement;personally
fréquenter;to frequent, go around with
projeter;to plan, project, throw out
littéraire;literary
présider;to preside
fortune;fortune
malheureux;unhappy, miserable
numérique;numerical
combattant;fighter
soupçonner;to suspect
merde;sh!t, crap
entrepreneur;contractor, entrepreneur
exposition;exhibition, show
marchand;merchant
cri;shout, cry
féminin;feminine
désert;desert, wilderness
vêtement;garment, item or article of clothing
autrefois;in the past
surmonter;to overcome, top, surmount
marchandise;merchandise, commodity
autochtone;native, indigenous peoples
continent;continent
définitivement;definitely, permanently, for good
heureusement;fortunately, luckily
digne;dignified, worthy
guide;guide
tabac;tobacco
rendement;yield, output
ampleur;extent, scope, range
pleinement;fully, thoroughly
désastre;disaster
joli;pretty, attractive
promouvoir;to promote
écho;echo
fusion;fusion, melting, merging
innovation;innovation
sélection;selection
confondre;to mix up, confuse
honnête;honest, decent, fair
tournant;revolving, swivel, encircling, bend, turning point
automobile;automobile
collectivité;community, group
record;record
excessif;excessive, inordinate
ridicule;ridiculous, silly
modalité;mode, method, modality
paquet;packet
fondation;foundation
terroriste;terrorist
retrait;withdrawal
organe;organ
protocole;etiquette, protocol
apparition;appearance, apparition
gain;gain
écran;screen
sonner;to ring
protester;to protest
curieux;curious
effacer;to erase, clean
débuter;to start
creuser;to dig
allusion;allusion
lancement;launch
porteur;carrier, holder
préalable;prior, previous, preliminary, prerequisite
programmer;to program, schedule
traîner;to drag, pull
domicile;home, place of residence
oiseau;bird
quarante;forty
sacrifice;sacrifice
barrière;fence, barrier, gate
biais;way, device / bias
feuille;leaf, sheet, slip
délégation;delegation
épuiser;to exhaust, tire out, wear out, use up
champion;champion
librement;freely
congé;holiday, time off, day off, notice
taxe;tax
onze;eleven
téléphoner;to telephone, phone, call
serrer;to tighten, squeeze
caractériser;to characterize
préparation;preparation
inverse;opposite, reverse
intituler;to entitle, call
possession;possession, ownership
rejet;rejection
enseignant;teacher
avérer;to prove to be, turn out
papa;dad, daddy
collaborateur;associate, fellow worker, contributor, collaborator
gêner;to bother, trouble
technicien;technician
cycle;cycle
accumuler;to accumulate, amass, store, stockpile
sauvage;savage, wild
alcool;alcohol
prétexte;pretext
impressionnant;impressive, upsetting
scénario;scenario, script
électricité;electricity
gratuit;free, gratuitous, unwarranted
révolutionnaire;revolutionary
jambe;leg
insuffisant;insufficient, inadequate
privilège;privilege
week-end;weekend
équivalent;equivalent
regrouper;to group together, regroup
invité;guest
militant;militant
participant;participant
blessure;injury, wound
privilégier;to favour
midi;noon
disque;disc
couche;layer, coat
dater;to date
habituer;to accustom, get used to
inévitable;unavoidable, inevitable
recommencer;to resume, start again
race;breed, race
vivement;sharply, brusquely, lively
beauté;beauty
atmosphère;atmosphere
épaule;shoulder
amoureux;in love, amorous
circonscription;district, constituency
debout;standing
influencer;to influence
recul;backward movement, setback, slip
mortel;mortal, deadly, lethal
flux;flow
horizon;horizon, skyline
délivrer;to set free, rid, relieve
subvention;subsidy
formel;formal, definite
aggraver;to worsen, aggravate
lait;milk
alimenter;to feed, supply
intelligent;intelligent, clever, bright
équilibrer;to balance
bibliothèque;library
absurde;absurd
océan;ocean
quelques-uns;some, a few
dicter;to dictate, lay down
tenant;tenant / incumbent, holder
stable;stable
capitaine;captain
solliciter;to request, solicit, appeal
convoquer;to call, summon
prévention;prevention, custody
terrestre;land, earth
utilisateur;user
obligatoire;mandatory, compulsory
terminal;terminal
choquer;to shock, offend, shake, disturb
primaire;primary
vital;vital
destinée;fate, destiny
patrimoine;heritage, assets
conforme;conform
adjoint;assistant, deputy
ultime;ultimate
intégration;integration
rarement;rarely, seldom
couler;to flow, run, sink
diversité;diversity
amuser;to amuse
complémentaire;complementary, supplementary
satisfaisant;satisfactory, satisfying
accueil;welcome, reception
camion;truck
douloureux;painful, grievous, distressing
glisser;to slide, slip
prêtre;priest
indication;indication
exagérer;to exaggerate, overdo
décès;death
parisien;Parisian
psychologique;psychological
réviser;to review, revise, overhaul
profil;profile, outline, contour
rater;to miss, misfire
respectif;respective
tranquille;quiet
registre;log, register, registry
contemporain;contemporary
exclusif;exclusive, sole
performance;performance
angle;angle, point of view
divorce;divorce
fermeture;closing
affaiblir;to weaken
constamment;constantly, continuously, consistent
horreur;horror
envahir;to invade, overrun
pétrolier;oil / oil tanker
faculté;ability, right, option / faculty, university
brillant;brilliant
pacte;pact, treaty
suspect;suspicious, suspect
lent;slow
assistance;attendance, assistance
négliger;to neglect
injuste;unfair, unjust
plaider;to plead
récompenser;to reward, recompense
suppression;deletion, suppression
coupure;cut, cutting
glace;ice, ice cream / mirror
gare;station, railway station / beware
drapeau;flag
réparer;to repair, fix, correct, make up
sensibilité;sensitivity, sensibility
jaune;yellow
existant;existing
procureur;prosecutor
informatique;computer science, computing
restriction;restriction
pacifique;peaceful, peace-loving
bête;animal, beast / stupid
indicateur;indicator
racine;root
compenser;to compensate for, make up for
maritime;maritime
gravité;seriousness, solemnity, graveness, gravity
pénétrer;to penetrate
civilisation;civilization
rouler;to roll
technologique;technological
heurter;to strike, hit, collide
football;football, soccer
décevant;disappointing
législation;legislation
approprier;to adapt, appropriate, take over
tactique;tactics, tactical
thèse;thesis, argument
acceptable;acceptable, satisfactory
surgir;to spring up
prince;prince
vidéo;video
semer;to sow, scatter, spread
créateur;creator
partenariat;partnership
file;line, queue
chômeur;unemployed person
correct;correct
cuisine;cooking, kitchen
succéder;to succeed, take over
royaume;kingdom
rebelle;rebel, rebellious
provenance;origin, strange
fumer;to smoke
dessin;drawing, pattern, design
viande;meat
paramètre;parameter
gré;liking
dessous;underneath, below, bottom, underside
voyageur;traveler
réaliste;realist, realistic
condamnation;condemnation
similaire;similar
employeur;employer
paysage;landscape, scenery, countryside
discret;discreet, tactful, quiet
longueur;length
lentement;slowly
miracle;miracle
déboucher;to unblock, uncork
illégal;illegal
expansion;expansion
mutuel;mutual
sage;wise, good, sound, sensible
commandement;command, order, commandment
correspondant;correspondent
grimper;to climb, go up
pause;break, pause
répartition;distribution, spreading
sacrifier;to sacrifice, give away
chimique;chemical
compétition;competition
combiner;to combine, devise
touriste;tourist
ravir;to delight, rob
pardon;forgiveness
filet;dribble, trickle, wisp, streak, thread, fillet, net
atomique;atomic
contribuable;taxpayer
progressivement;progressively
progression;progression
nez;nose
antérieur;previous, earlier, front
inacceptable;unacceptabe
progressif;progressive
adhésion;membership, support
portrait;portrait, photograph
détailler;to detail
valable;valid
coordination;coordination
sportif;sports, athletic, competitive
rose;rose / pink
quête;quest, pursuit, collection
compromis;compromise, agreement
investisseur;investor
présumer;to presume, assume
abandon;abandonment, desertion, withdrawal
identique;identical
exploser;to explode, blow up
mensonge;lie
défaite;defeat
meurtrier;murderer, deadly, lethal
rigoureux;rigorous, harsh, strict
mentir;to lie
fréquent;frequent
œuf;egg
ambassadeur;ambassador
observateur;observer, observant
revêtir;to take on, assume
accessoire;accessory
acquisition;acquisition, acquire, purchase
tournée;tour, round
tranche;slice, edge, section, bracket, slot
plage;beach
inspecteur;inspector
tempête;storm, gale, turmoil
tissu;fabric, material, cloth, tissue, woven
souverain;sovereign, supreme ruler, monarch
distinct;distinct
survie;survival
repousser;to push away, postpone
adaptation;adaptation
plante;plant
nuire;to harm
putain;whore, bitch / stupid
imagination;imagination
accusé;defendant
repérer;to spot, pick out, locate, find
directive;guideline
rural;rural
persister;to persist, keep up, linger
coalition;coalition
diplomatique;diplomatic
excellence;excellence
apparence;appearance
oriental;Oriental
écriture;writing
parcours;journey, course, route
républicain;republican
embarquer;to embark, board, take on board, load
révolte;revolt
intéressé;concerned, involved
formidable;tremendous, considerable
tas;pile, lots of
déjeuner;lunch / to have lunch
disputer;to dispute
élite;elite
malheur;misfortune
aube;dawn, daybreak
salon;lounge, living room
infliger;to inflict
repos;rest
déranger;to disturb, bother
inhabituel;unusual
interdiction;ban, banning
consentir;to consent, agree
variable;variable
médecine;medecine, medical science
contradictoire;contradictory, conflicting
exclusivement;exclusively, solely
cible;target
détenu;prisoner
volontiers;with pleasure, willingly, gladly
fauteuil;armchair, seat
couloir;corridor, aisle
enthousiasme;enthusiasm, enthusiastically
télé;TV
éthique;ethical, ethics
révision;review, revision, overhaul
pointer;to mark off, clock in, clock out, aim
assassiner;to murder, assassinate
optimiste;optimistic
instaurer;to institute, introduce
isolé;remote, isolated, insolated
revendiquer;to claim
secouer;to shake
bizarre;strange, odd
abus;abuse, misuse, breach
procédé;processus
pêcheur;fisherman
amateur;amateur
regret;regret, regretfully
accroissement;increase
trimestre;quarter / three months
onde;wave
spatial;spatial, space
brut;raw, crude
éventuellement;possibly
vache;cow
gris;grey
aise;comfort, joy, pleasure, ease
agression;agression
loisir;leisure
chaleur;heat
ranger;to tidy up, put away
partage;division, cutting, sharing
étoile;star
mystère;mystery
quasi;almost, nearly
description;description
serbe;Serbian
biologique;biological, nature
universitaire;university, academic
emparer;to seize, grab, snatch
dent;tooth
neutre;neutral
aîné;oldest
trahir;to betray, give away
intelligence;intelligence
admirer;to admire
licence;licence, permit
rigueur;harshness, severity, rigidness, rigor strictness
maternel;motherly, maternal
métal;metal
palais;palace, palate
belge;Belgian
brutal;brutal
extraire;to extract, mine, quarry, pull out, remove
signification;significance
filer;to spin, run, get out
automatique;automatic
accrocher;to hang up, hang on, put up
pain;bread
plateau;plateau, tray, set, stage
répétition;repetition, rehearsal
diminution;reduction, decreasing
collection;collection, series
gène;gene
permanence;permanence, duty, service
reine;queen
privatisation;privatization
correspondance;correspondance, connection
planter;to plant, pitch
strictement;strictly
violation;violation, transgression
compensation;compensation, clearing
lycée;high school
con;stupid
combinaison;combination
injustice;injustice, unfairness
reportage;report, reporting
déception;disappointment, let-down
soucier;to care about, show concern for
plafond;ceiling, roof, maximum
opérateur;operator
camarade;friend, comrade, pal, mate
traduction;translation
compréhension;understanding, comprehension
réglementation;regulation
déplorer;to deplore
mobiliser;to mobilize, call up
encadrer;to frame, train
gentil;nice, kind
folie;madness, folly, insanity
terrorisme;terrorism
illusion;illusion
portefeuille;wallet
séduire;to seduce, charm, captivate, appeal to
précipiter;to quicken, hasten, precipitate
clôture;enclosure / termination, closure
piloter;to fly, pilot, drive
agréable;pleasant, nice, agreeable
télécommunication;telecommunication
désaccord;disagreement, discord, conflict
uranium;uranium
aliment;food
alimentation;diet, food, groceries, supply
pomme;apple
ingénieur;engineer
vider;to empty, vacate
attentif;attentive, scrupulous, careful
démarrer;to start up
coordonner;to coordinate
larme;tear
sourd;deaf
cigarette;cigarette
vallée;valley
artificiel;artificial
différer;to differ, vary
honorer;to honour, do credit to
entrevue;meeting, interview
ressort;spring / resort / spirit
fixe;fixed
opportunité;opportunity, timeliness
robe;dress
plaque;plate, tag, plaque
découler;to ensue, follow
décisif;decisive
piège;trap
prédire;to predict
enterrer;to bury, lay aside
refuge;refuge
recouvrir;to cover, hide, conceal
pente;slope
album;album
mixte;mixed
clinique;clinic
spectateur;member of the audience, spectator, onlooker
axe;axis, axle, main line
chasseur;hunter, fighter, page, messenger
chéri;darling, love, dear
peinture;painting, paint, picture
déchet;scrap, waste, trash, garbage
siéger;to sit
grand-chose;not very much
temporaire;temporary
affiche;poster, public notice, bill
massacre;massacre, slaughter
actualité;current events, news
redevenir;to become again
crucial;crucial, critical
marine;marine, navy
cadavre;corpse
fleuve;river
toit;roof
mécanique;mechanical
transparence;transparency
amorcer;to bait, prime, begin, initiate
détester;to hate, detest
fondateur;founder
charte;charter
productivité;productivity
succession;succession
simplifier;to simplify
briller;to shine
ambitieux;ambitious, man with ambition
sale;dirty
consentement;consent
chapeau;hat
calmer;to calm down
mythe;myth
alternative;alternative, choice
soulager;to relieve, soothe, ease
scrutin;ballot, poll
culpabilité;guilt
considérablement;considerably, significantly, extensively
bouleverser;to upset, distress, disturb, turn upside down
introduction;introduction
dramatique;dramatic, tragic, drama
vaincre;to beat, defeat, overcome, conquer
pétition;petition
renseigner;to give information, get information
ordonnance;prescription, organisation, edict, ruling
aile;wing, sail, blade
température;temperature
coupe;bowl, dish, cut
rayon;ray, beam, radius / department, section, shelf
lèvre;lip
promener;to take for a walk, go for a walk
boulot;work, job
correctement;properly
colonne;column
arranger;to arrange
lointain;distant, faraway
danser;to dance
charbon;coal
passionner;to fascinate, grip
colline;hill
poésie;poetry
généraliser;to generalize
transaction;transaction
extrémité;end, extremity
pénal;penal
économiste;economist
banlieue;suburbs, outskirts
bancaire;banking
défaire;to undo, dismantle, strip, break up
calendrier;calendar
repas;meal
cul;bum, arse, ass
vouer;to devote, dedicate to, vow to
surprenant;surprising
paradis;paradise, heaven
transparent;transparent, see-through, evident
élu;elected, elected member
tourisme;tourism, sightseeing
démonstration;demonstration
gravement;seriously, solemnly, gravely
infraction;offence, infrigement, infraction
tir;fire, shot, launch
envoi;sending, dispatching
arrangement;arrangement, layout, order, agreement
pardonner;to forgive, excuse
collaborer;to collaborate, contribute
danse;dance, dancing
tester;to test
proclamer;to proclaim, declare
genou;knee
dominant;dominant, prevailing
péril;peril
préférence;preference, preferably
vain;vain
rentrée;reopening, return, start
coller;to stick, paste
monopole;monopoly
approfondir;to deepen, make deeper, go further into
incendie;fire, blaze
proximité;proximity, nearness, closeness
hélicoptère;helicopter
bouteille;bottle
championnat;championship
hériter;to inherit
élémentaire;elementary, rudimentary, basic
entité;entity
souffler;to blow, puff
dit;said, so-called / tale
mélange;mixing, mixture, blend
pourcentage;percentage, commission, cut
permis;license, permit, permitted
mélanger;to mix, mix up, confuse
proprement;cleanly, neatly, properly
enfoncer;to ram, drive in, hammer in, sink in
clandestin;underground, clandestine
super;great
encontre;contrary to
syndical;(trade-) union
deviner;to guess, solve
tracer;to draw, write, mark out
sagesse;wisdom, moderation
baiser;to kiss
user;to wear out, wear away, use up
enfer;hell
pilote;pilot, experimental
abonné;subscribed, subscriber
objection;objection
correction;correction
vocation;vocation, calling
facture;invoice, bill
relancer;to throw back, restart, relaunch
luxe;luxury
nomination;appointment, nomination
poster;poster / to post, mail
bar;bar
tantôt;this afternoon, sometimes
publiquement;publicly
gueule;mouth, trap
comparable;comparable
sympathie;liking, warmth, friendship, sympathie
structurel;structural
dispenser;to exempt, avoid
copain;friend, buddy, mate
aligner;to lign up, align
absorber;to absorb, remove, take up, take over
compagnon;companion, craftsman, journeyman
déroulement;development, progress
dévoiler;to unveil, reveal, disclose
opérationnel;operational, operating
freiner;to brake, slow down
rattraper;to recapture, recover, catch up, make up for
